Score,Scored by,Popularity Rank,Rating Rank,Members,Date
8.64,1054301,26,672,"1,854,834",Thu May 05 2022 18:13:29 GMT-0400 (Eastern Daylight Time)
8.64,1054367,26,672,"1,854,979",Thu May 05 2022 21:05:58 GMT-0400 (Eastern Daylight Time)
8.64,1054937,26,672,"1,855,848",Sat May 07 2022 00:15:25 GMT-0400 (Eastern Daylight Time)
8.64,1055313,26,672,"1,856,439",Sat May 07 2022 18:18:50 GMT-0400 (Eastern Daylight Time)
8.64,1055542,26,672,"1,856,900",Sun May 08 2022 05:05:27 GMT-0400 (Eastern Daylight Time)
8.64,1055709,26,672,"1,857,178",Sun May 08 2022 12:55:40 GMT-0400 (Eastern Daylight Time)
8.64,1056689,26,672,"1,858,839",Tue May 10 2022 02:04:34 GMT-0400 (Eastern Daylight Time)
8.64,1056876,26,672,"1,859,165",Tue May 10 2022 13:38:02 GMT-0400 (Eastern Daylight Time)
8.64,1057016,26,672,"1,859,402",Tue May 10 2022 19:27:19 GMT-0400 (Eastern Daylight Time)
8.64,1057067,26,672,"1,859,505",Tue May 10 2022 21:34:20 GMT-0400 (Eastern Daylight Time)
8.64,1057132,26,672,"1,859,593",Tue May 10 2022 23:37:32 GMT-0400 (Eastern Daylight Time)
8.64,1057151,26,672,"1,859,663",Wed May 11 2022 01:23:35 GMT-0400 (Eastern Daylight Time)
8.64,1057448,26,672,"1,860,172",Wed May 11 2022 17:18:42 GMT-0400 (Eastern Daylight Time)
8.64,1057558,26,672,"1,860,382",Wed May 11 2022 23:16:13 GMT-0400 (Eastern Daylight Time)
8.64,1057959,26,672,"1,861,012",Thu May 12 2022 19:17:24 GMT-0400 (Eastern Daylight Time)
8.64,1058018,26,672,"1,861,044",Thu May 12 2022 21:45:12 GMT-0400 (Eastern Daylight Time)
8.64,1058083,26,672,"1,861,224",Fri May 13 2022 01:24:20 GMT-0400 (Eastern Daylight Time)
8.64,1058365,26,672,"1,861,671",Fri May 13 2022 17:06:32 GMT-0400 (Eastern Daylight Time)
8.64,1058571,26,672,"1,862,038",Sat May 14 2022 04:34:41 GMT-0400 (Eastern Daylight Time)
8.64,1058861,26,662,"1,862,496",Sat May 14 2022 19:15:05 GMT-0400 (Eastern Daylight Time)
8.64,1058984,26,662,"1,862,720",Sun May 15 2022 00:38:47 GMT-0400 (Eastern Daylight Time)
8.64,1059021,26,662,"1,862,819",Sun May 15 2022 03:08:50 GMT-0400 (Eastern Daylight Time)
8.64,1059260,26,662,"1,863,168",Sun May 15 2022 14:51:25 GMT-0400 (Eastern Daylight Time)
8.64,1059525,26,662,"1,863,744",Mon May 16 2022 01:13:48 GMT-0400 (Eastern Daylight Time)
8.64,1059603,26,662,"1,863,882",Mon May 16 2022 05:04:34 GMT-0400 (Eastern Daylight Time)
8.64,1059921,26,662,"1,864,461",Mon May 16 2022 20:20:38 GMT-0400 (Eastern Daylight Time)
8.64,1060500,26,662,"1,865,471",Wed May 18 2022 00:09:48 GMT-0400 (Eastern Daylight Time)
8.64,1060557,26,662,"1,865,556",Wed May 18 2022 03:40:24 GMT-0400 (Eastern Daylight Time)
8.64,1060969,26,662,"1,866,303",Wed May 18 2022 23:29:54 GMT-0400 (Eastern Daylight Time)
8.64,1061075,26,662,"1,866,516",Thu May 19 2022 07:35:07 GMT-0400 (Eastern Daylight Time)
8.64,1061405,26,662,"1,867,091",Fri May 20 2022 00:23:38 GMT-0400 (Eastern Daylight Time)
8.64,1061510,26,662,"1,867,278",Fri May 20 2022 06:27:04 GMT-0400 (Eastern Daylight Time)
8.64,1061677,26,662,"1,867,531",Fri May 20 2022 15:24:25 GMT-0400 (Eastern Daylight Time)
8.64,1061887,26,662,"1,867,926",Sat May 21 2022 01:57:43 GMT-0400 (Eastern Daylight Time)
8.64,1061928,26,662,"1,867,973",Sat May 21 2022 04:10:11 GMT-0400 (Eastern Daylight Time)
8.64,1063269,26,662,"1,870,282",Mon May 23 2022 20:30:31 GMT-0400 (Eastern Daylight Time)
8.64,1063870,26,652,"1,871,252",Wed May 25 2022 00:27:09 GMT-0400 (Eastern Daylight Time)
8.64,1063902,26,652,"1,871,311",Wed May 25 2022 02:35:50 GMT-0400 (Eastern Daylight Time)
8.64,1064725,26,652,"1,872,687",Thu May 26 2022 18:00:40 GMT-0400 (Eastern Daylight Time)
8.64,1064887,26,652,"1,873,014",Fri May 27 2022 01:51:01 GMT-0400 (Eastern Daylight Time)
8.64,1065228,26,652,"1,873,556",Fri May 27 2022 20:08:38 GMT-0400 (Eastern Daylight Time)
8.64,1065415,26,652,"1,873,838",Sat May 28 2022 05:29:03 GMT-0400 (Eastern Daylight Time)
8.64,1065918,26,652,"1,874,680",Sun May 29 2022 09:40:09 GMT-0400 (Eastern Daylight Time)
8.64,1066233,26,652,"1,875,242",Sun May 29 2022 21:53:07 GMT-0400 (Eastern Daylight Time)
8.64,1066349,26,652,"1,875,423",Mon May 30 2022 03:47:36 GMT-0400 (Eastern Daylight Time)
